Time,Actuator
2022,F45
2024,F10
2026,F46
2028,F11
2030,F47
2032,F12
2034,F48
2036,F13
2038,F49
2040,F14
2042,F50
2044,F15
2046,F51
2048,F16
2050,F52
2052,F17
2054,F53
2056,F18
2058,F54
2060,F19
2062,F55
2064,F20
2066,F56
2068,F21
2070,F57
2072,F22
2074,F58
2076,F23
2078,F59
2080,F8
2082,OUTW8:0
2083,C24
2085,C8
2087,F37
2089,F73
2091,F38
2093,F74
2095,F39
2097,F75
2099,F40
2101,F76
2103,F41
2105,F77
2107,F42
2109,F78
2111,F43
2113,F79
2115,F44
2117,F80
2119,F45
2121,F81
2123,F46
2125,F82
2127,F47
2129,F83
2131,F48
2133,F84
2135,F49
2137,F85
2139,F50
2141,F86
2143,F51
2145,F87
2147,F52
2149,F88
2151,F53
2153,F89
2155,F54
2157,F90
2159,F55
2161,F91
2163,F56
2165,F92
2167,F57
2169,F93
2171,F58
2173,F94
2175,F59
2177,F95
2179,F44
2181,OUTW44:0
2182,C60
2184,C44
2186,F1
2188,F73
2190,F2
2192,F74
2194,F3
2196,F75
2198,F4
2200,F76
2202,F5
2204,F77
2206,F6
2208,F78
2210,F7
2212,F79
2214,F8
2216,F80
2218,F9
2220,F81
2222,F10
2224,F82
2226,F11
2228,F83
2230,F12
2232,F84
2234,F13
2236,F85
2238,F14
2240,F86
2242,F15
2244,F87
2246,F16
2248,F88
2250,F17
2252,F89
2254,F18
2256,F90
2258,F19
2260,F91
2262,F20
2264,F92
2266,F21
2268,F93
2270,F22
2272,F94
2274,F23
2276,F95
2278,F80
2280,OUTW80:0
2281,C96
2283,C80
2285,F1
2287,F37
2289,F2
2291,F38
2293,F3
2295,F39
2297,F4
2299,F40
2301,F5
2303,F41
2305,F6
2307,F42
2309,F7
2311,F43
2313,F8
2315,F44
2317,F9
2319,F45
2321,F10
2323,F46
2325,F11
2327,F47
2329,F12
2331,F48
2333,F13
2335,F49
2337,F14
2339,F50
2341,F15
2343,F51
2345,F16
2347,F52
2349,F17
2351,F53
2353,F18
2355,F54
2357,F19
2359,F55
2361,F20
2363,F56
2365,F21
2367,F57
2369,F22
2371,F58
2373,F23
2375,F59
2377,F9
2379,OUTW9:0
2380,C24
2382,C9
2384,F37
2386,F73
2388,F38
2390,F74
2392,F39
2394,F75
2396,F40
2398,F76
2400,F41
2402,F77
2404,F42
2406,F78
2408,F43
2410,F79
2412,F44
2414,F80
2416,F45
2418,F81
2420,F46
2422,F82
2424,F47
2426,F83
2428,F48
2430,F84
2432,F49
2434,F85
2436,F50
2438,F86
2440,F51
2442,F87
2444,F52
2446,F88
2448,F53
2450,F89
2452,F54
2454,F90
2456,F55
2458,F91
2460,F56
2462,F92
2464,F57
2466,F93
2468,F58
2470,F94
2472,F59
2474,F95
2476,F45
2478,OUTW45:0
2479,C60
2481,C45
2483,F1
2485,F73
2487,F2
2489,F74
2491,F3
2493,F75
2495,F4
2497,F76
2499,F5
2501,F77
2503,F6
2505,F78
2507,F7
2509,F79
2511,F8
2513,F80
2515,F9
2517,F81
2519,F10
2521,F82
2523,F11
2525,F83
2527,F12
2529,F84
2531,F13
2533,F85
2535,F14
2537,F86
2539,F15
2541,F87
2543,F16
2545,F88
2547,F17
2549,F89
2551,F18
2553,F90
2555,F19
2557,F91
2559,F20
2561,F92
2563,F21
2565,F93
2567,F22
2569,F94
2571,F23
2573,F95
2575,F81
2577,OUTW81:0
2578,C96
2580,C81
2582,F1
2584,F37
2586,F2
2588,F38
2590,F3
2592,F39
2594,F4
2596,F40
2598,F5
2600,F41
2602,F6
2604,F42
2606,F7
2608,F43
2610,F8
2612,F44
2614,F9
2616,F45
2618,F10
2620,F46
2622,F11
2624,F47
2626,F12
2628,F48
2630,F13
2632,F49
2634,F14
2636,F50
2638,F15
2640,F51
2642,F16
2644,F52
2646,F17
2648,F53
2650,F18
2652,F54
2654,F19
2656,F55
2658,F20
2660,F56
2662,F21
2664,F57
2666,F22
2668,F58
2670,F23
2672,F59
2674,F10
2676,OUTW10:0
2677,C24
2679,C10
2681,F37
2683,F73
2685,F38
2687,F74
2689,F39
2691,F75
2693,F40
2695,F76
2697,F41
2699,F77
2701,F42
2703,F78
2705,F43
2707,F79
2709,F44
2711,F80
2713,F45
2715,F81
2717,F46
2719,F82
2721,F47
2723,F83
2725,F48
2727,F84
2729,F49
2731,F85
2733,F50
2735,F86
2737,F51
2739,F87
2741,F52
2743,F88
2745,F53
2747,F89
2749,F54
2751,F90
2753,F55
2755,F91
2757,F56
2759,F92
2761,F57
2763,F93
2765,F58
2767,F94
2769,F59
2771,F95
2773,F46
2775,OUTW46:0
2776,C60
2778,C46
2780,F1
2782,F73
2784,F2
2786,F74
2788,F3
2790,F75
2792,F4
2794,F76
2796,F5
2798,F77
2800,F6
2802,F78
2804,F7
2806,F79
2808,F8
2810,F80
2812,F9
2814,F81
2816,F10
2818,F82
2820,F11
2822,F83
2824,F12
2826,F84
2828,F13
2830,F85
2832,F14
2834,F86
2836,F15
2838,F87
2840,F16
2842,F88
2844,F17
2846,F89
2848,F18
2850,F90
2852,F19
2854,F91
2856,F20
2858,F92
2860,F21
2862,F93
2864,F22
2866,F94
2868,F23
2870,F95
2872,F82
2874,OUTW82:0
2875,C96
2877,C82
2879,F1
2881,F37
2883,F2
2885,F38
2887,F3
2889,F39
2891,F4
2893,F40
2895,F5
2897,F41
2899,F6
2901,F42
2903,F7
2905,F43
2907,F8
2909,F44
2911,F9
2913,F45
2915,F10
2917,F46
2919,F11
2921,F47
2923,F12
2925,F48
2927,F13
2929,F49
2931,F14
2933,F50
2935,F15
2937,F51
2939,F16
2941,F52
2943,F17
2945,F53
2947,F18
2949,F54
2951,F19
2953,F55
2955,F20
2957,F56
2959,F21
2961,F57
2963,F22
2965,F58
2967,F23
2969,F59
2971,F11
2973,OUTW11:0
2974,C24
2976,C11
2978,F37
2980,F73
2982,F38
2984,F74
2986,F39
2988,F75
2990,F40
2992,F76
2994,F41
2996,F77
2998,F42
3000,F78
3002,F43
3004,F79
3006,F44
3008,F80
3010,F45
3012,F81
3014,F46
3016,F82
3018,F47
3020,F83
3022,F48
3024,F84
3026,F49
3028,F85
3030,F50
3032,F86
3034,F51
3036,F87
3038,F52
3040,F88
3042,F53
3044,F89
3046,F54
3048,F90
3050,F55
3052,F91
3054,F56
3056,F92
3058,F57
3060,F93
3062,F58
3064,F94
3066,F59
3068,F95
3070,F47
3072,OUTW47:0
3073,C60
3075,C47
3077,F1
3079,F73
3081,F2
3083,F74
3085,F3
3087,F75
3089,F4
3091,F76
3093,F5
3095,F77
3097,F6
3099,F78
3101,F7
3103,F79
3105,F8
3107,F80
3109,F9
3111,F81
3113,F10
3115,F82
3117,F11
3119,F83
3121,F12
3123,F84
3125,F13
3127,F85
3129,F14
3131,F86
3133,F15
3135,F87
3137,F16
3139,F88
3141,F17
3143,F89
3145,F18
3147,F90
3149,F19
3151,F91
3153,F20
3155,F92
3157,F21
3159,F93
3161,F22
3163,F94
3165,F23
3167,F95
3169,F83
3171,OUTW83:0
3172,C96
3174,C83
3176,F1
3178,F37
3180,F2
3182,F38
3184,F3
3186,F39
3188,F4
3190,F40
3192,F5
3194,F41
3196,F6
3198,F42
3200,F7
3202,F43
3204,F8
3206,F44
3208,F9
3210,F45
3212,F10
3214,F46
3216,F11
3218,F47
3220,F12
3222,F48
3224,F13
3226,F49
3228,F14
3230,F50
3232,F15
3234,F51
3236,F16
3238,F52
3240,F17
3242,F53
3244,F18
3246,F54
3248,F19
3250,F55
3252,F20
3254,F56
3256,F21
3258,F57
3260,F22
3262,F58
3264,F23
3266,F59
3268,F12
3270,OUTW12:0
3271,C24
3273,C12
3275,F37
3277,F73
3279,F38
3281,F74
3283,F39
3285,F75
3287,F40
3289,F76
3291,F41
3293,F77
3295,F42
3297,F78
3299,F43
3301,F79
3303,F44
3305,F80
3307,F45
3309,F81
3311,F46
3313,F82
3315,F47
3317,F83
3319,F48
3321,F84
3323,F49
3325,F85
3327,F50
3329,F86
3331,F51
3333,F87
3335,F52
3337,F88
3339,F53
3341,F89
3343,F54
3345,F90
3347,F55
3349,F91
3351,F56
3353,F92
3355,F57
3357,F93
3359,F58
3361,F94
3363,F59
3365,F95
3367,F48
3369,OUTW48:0
3370,C60
3372,C48
3374,F1
3376,F73
3378,F2
3380,F74
3382,F3
3384,F75
3386,F4
3388,F76
3390,F5
3392,F77
3394,F6
3396,F78
3398,F7
3400,F79
3402,F8
3404,F80
3406,F9
3408,F81
3410,F10
3412,F82
3414,F11
3416,F83
3418,F12
3420,F84
3422,F13
3424,F85
3426,F14
3428,F86
3430,F15
3432,F87
3434,F16
3436,F88
3438,F17
3440,F89
3442,F18
3444,F90
3446,F19
3448,F91
3450,F20
3452,F92
3454,F21
3456,F93
3458,F22
3460,F94
3462,F23
3464,F95
3466,F84
3468,OUTW84:0
3469,C96
3471,C84
3473,F1
3475,F37
3477,F2
3479,F38
3481,F3
3483,F39
3485,F4
3487,F40
3489,F5
3491,F41
3493,F6
3495,F42
3497,F7
3499,F43
3501,F8
3503,F44
3505,F9
3507,F45
3509,F10
3511,F46
3513,F11
3515,F47
3517,F12
3519,F48
3521,F13
3523,F49
3525,F14
3527,F50
3529,F15
3531,F51
3533,F16
3535,F52
3537,F17
3539,F53
3541,F18
3543,F54
3545,F19
3547,F55
3549,F20
3551,F56
3553,F21
3555,F57
3557,F22
3559,F58
3561,F23
3563,F59
3565,F13
3567,OUTW13:0
3568,C24
3570,C13
3572,F37
3574,F73
3576,F38
3578,F74
3580,F39
3582,F75
3584,F40
3586,F76
3588,F41
3590,F77
3592,F42
3594,F78
3596,F43
3598,F79
3600,F44
3602,F80
3604,F45
3606,F81
3608,F46
3610,F82
3612,F47
3614,F83
3616,F48
3618,F84
3620,F49
3622,F85
3624,F50
3626,F86
3628,F51
3630,F87
3632,F52
3634,F88
3636,F53
3638,F89
3640,F54
3642,F90
3644,F55
3646,F91
3648,F56
3650,F92
3652,F57
3654,F93
3656,F58
3658,F94
3660,F59
3662,F95
3664,F49
3666,OUTW49:0
3667,C60
3669,C49
3671,F1
3673,F73
3675,F2
3677,F74
3679,F3
3681,F75
3683,F4
3685,F76
3687,F5
3689,F77
3691,F6
3693,F78
3695,F7
3697,F79
3699,F8
3701,F80
3703,F9
3705,F81
3707,F10
3709,F82
3711,F11
3713,F83
3715,F12
3717,F84
3719,F13
3721,F85
3723,F14
3725,F86
3727,F15
3729,F87
3731,F16
3733,F88
3735,F17
3737,F89
3739,F18
3741,F90
3743,F19
3745,F91
3747,F20
3749,F92
3751,F21
3753,F93
3755,F22
3757,F94
3759,F23
3761,F95
3763,F85
3765,OUTW85:0
3766,C96
3768,C85
3770,F1
3772,F37
3774,F2
3776,F38
3778,F3
3780,F39
3782,F4
3784,F40
3786,F5
3788,F41
3790,F6
3792,F42
3794,F7
3796,F43
3798,F8
3800,F44
3802,F9
3804,F45
3806,F10
3808,F46
3810,F11
3812,F47
3814,F12
3816,F48
3818,F13
3820,F49
3822,F14
3824,F50
3826,F15
3828,F51
3830,F16
3832,F52
3834,F17
3836,F53
3838,F18
3840,F54
3842,F19
3844,F55
3846,F20
3848,F56
3850,F21
3852,F57
3854,F22
3856,F58
3858,F23
3860,F59
3862,F14
3864,OUTW14:0
3865,C24
3867,C14
3869,F37
3871,F73
3873,F38
3875,F74
3877,F39
3879,F75
3881,F40
3883,F76
3885,F41
3887,F77
3889,F42
3891,F78
3893,F43
3895,F79
3897,F44
3899,F80
3901,F45
3903,F81
3905,F46
3907,F82
3909,F47
3911,F83
3913,F48
3915,F84
3917,F49
3919,F85
3921,F50
3923,F86
3925,F51
3927,F87
3929,F52
3931,F88
3933,F53
3935,F89
3937,F54
3939,F90
3941,F55
3943,F91
3945,F56
3947,F92
3949,F57
3951,F93
3953,F58
3955,F94
3957,F59
3959,F95
3961,F50
3963,OUTW50:0
3964,C60
3966,C50
3968,F1
3970,F73
3972,F2
3974,F74
3976,F3
3978,F75
3980,F4
3982,F76
3984,F5
3986,F77
3988,F6
3990,F78
3992,F7
3994,F79
3996,F8
3998,F80
4000,F9
4002,F81
4004,F10
4006,F82
4008,F11
4010,F83
4012,F12
4014,F84
4016,F13
4018,F85
4020,F14
4022,F86
4024,F15
4026,F87
4028,F16
4030,F88
4032,F17
4034,F89
4036,F18
4038,F90
4040,F19
4042,F91
4044,F20
4046,F92
4048,F21
4050,F93
4052,F22
4054,F94
4056,F23
4058,F95
4060,F86
4062,OUTW86:0
4063,C96
4065,C86
4067,F1
4069,F37
4071,F2
4073,F38
4075,F3
4077,F39
4079,F4
4081,F40
4083,F5
4085,F41
4087,F6
4089,F42
4091,F7
4093,F43
4095,F8
4097,F44
4099,F9
4101,F45
4103,F10
4105,F46
4107,F11
4109,F47
4111,F12
4113,F48
4115,F13
4117,F49
4119,F14
4121,F50
4123,F15
4125,F51
4127,F16
4129,F52
4131,F17
4133,F53
4135,F18
4137,F54
4139,F19
4141,F55
4143,F20
4145,F56
4147,F21
4149,F57
4151,F22
4153,F58
4155,F23
4157,F59
4159,F15
4161,OUTW15:0
4162,C24
4164,C15
4166,F37
4168,F73
4170,F38
4172,F74
4174,F39
4176,F75
4178,F40
4180,F76
4182,F41
4184,F77
4186,F42
4188,F78
4190,F43
4192,F79
4194,F44
4196,F80
4198,F45
4200,F81
4202,F46
4204,F82
4206,F47
4208,F83
4210,F48
4212,F84
4214,F49
4216,F85
4218,F50
4220,F86
4222,F51
4224,F87
4226,F52
4228,F88
4230,F53
4232,F89
4234,F54
4236,F90
4238,F55
4240,F91
4242,F56
4244,F92
4246,F57
4248,F93
4250,F58
4252,F94
4254,F59
4256,F95
4258,F51
4260,OUTW51:0
4261,C60
4263,C51
4265,F1
4267,F73
4269,F2
4271,F74
4273,F3
4275,F75
4277,F4
4279,F76
4281,F5
4283,F77
4285,F6
4287,F78
4289,F7
4291,F79
4293,F8
4295,F80
4297,F9
4299,F81
4301,F10
4303,F82
4305,F11
4307,F83
4309,F12
4311,F84
4313,F13
4315,F85
4317,F14
4319,F86
4321,F15
4323,F87
4325,F16
4327,F88
4329,F17
4331,F89
4333,F18
4335,F90
4337,F19
4339,F91
4341,F20
4343,F92
4345,F21
4347,F93
4349,F22
4351,F94
4353,F23
4355,F95
4357,F87
4359,OUTW87:0
4360,C96
4362,C87
4364,F1
4366,F37
4368,F2
4370,F38
4372,F3
4374,F39
4376,F4
4378,F40
4380,F5
4382,F41
4384,F6
4386,F42
4388,F7
4390,F43
4392,F8
4394,F44
4396,F9
4398,F45
4400,F10
4402,F46
4404,F11
4406,F47
4408,F12
4410,F48
4412,F13
4414,F49
4416,F14
4418,F50
4420,F15
4422,F51
4424,F16
4426,F52
4428,F17
4430,F53
4432,F18
4434,F54
4436,F19
4438,F55
4440,F20
4442,F56
4444,F21
4446,F57
4448,F22
4450,F58
4452,F23
4454,F59
4456,F16
4458,OUTW16:0
4459,C24
4461,C16
4463,F37
4465,F73
4467,F38
4469,F74
4471,F39
4473,F75
4475,F40
4477,F76
4479,F41
4481,F77
4483,F42
4485,F78
4487,F43
4489,F79
4491,F44
4493,F80
4495,F45
4497,F81
4499,F46
4501,F82
4503,F47
4505,F83
4507,F48
4509,F84
4511,F49
4513,F85
4515,F50
4517,F86
4519,F51
4521,F87
4523,F52
4525,F88
4527,F53
4529,F89
4531,F54
4533,F90
4535,F55
4537,F91
4539,F56
4541,F92
4543,F57
4545,F93
4547,F58
4549,F94
4551,F59
4553,F95
4555,F52
4557,OUTW52:0
4558,C60
4560,C52
4562,F1
4564,F73
4566,F2
4568,F74
4570,F3
4572,F75
4574,F4
4576,F76
4578,F5
4580,F77
4582,F6
4584,F78
4586,F7
4588,F79
4590,F8
4592,F80
4594,F9
4596,F81
4598,F10
4600,F82
4602,F11
4604,F83
4606,F12
4608,F84
4610,F13
4612,F85
4614,F14
4616,F86
4618,F15
4620,F87
4622,F16
4624,F88
4626,F17
4628,F89
4630,F18
4632,F90
4634,F19
4636,F91
4638,F20
4640,F92
4642,F21
4644,F93
4646,F22
4648,F94
4650,F23
4652,F95
4654,F88
4656,OUTW88:0
4657,C96
4659,C88
4661,F1
4663,F37
4665,F2
4667,F38
4669,F3
4671,F39
4673,F4
4675,F40
4677,F5
4679,F41
4681,F6
4683,F42
4685,F7
4687,F43
4689,F8
4691,F44
4693,F9
4695,F45
4697,F10
4699,F46
