Time,Actuator
21576,F85
21586,F50
21596,F86
21606,F51
21616,F87
21626,F52
21636,F88
21646,F53
21656,F89
21666,F54
21676,F90
21686,F55
21696,F91
21706,F56
21716,F92
21726,F57
21736,F93
21746,F58
21756,F94
21766,F59
21776,F95
21786,F52
21791,OUTW52:0
21792,C60
21807,C52
21817,F1
21827,F73
21837,F2
21847,F74
21857,F3
21867,F75
21877,F4
21887,F76
21897,F5
21907,F77
21917,F6
21927,F78
21937,F7
21947,F79
21957,F8
21967,F80
21977,F9
21987,F10
21997,F82
22007,F11
22017,F83
22027,F12
22037,F84
22047,F13
22057,F85
22067,F14
22077,F86
22087,F15
22097,F87
22107,F16
22117,F88
22127,F17
22137,F89
22147,F18
22157,F90
22167,F19
22177,F91
22187,F20
22197,F92
22207,F21
22217,F93
22227,F22
22237,F94
22247,F23
22257,F95
22267,F88
22272,OUTW88:0
22273,C96
22288,C88
22298,F1
22308,F37
22318,F2
22328,F38
22338,F3
22348,F39
22358,F4
22368,F40
22378,F5
22388,F41
22398,F6
22408,F42
22418,F7
22428,F43
22438,F8
22448,F44
22458,F9
22468,F45
22478,F10
22488,F46
22498,F11
22508,F47
22518,F12
22528,F48
22538,F13
22548,F49
22558,F14
22568,F50
22578,F15
22588,F51
22598,F16
22608,F52
